,Days_Shifted,Correlation_Coefficient
246,-354,0.01830425293037241
245,-355,0.019198086866079395
244,-356,0.020153583784618716
243,-357,0.02106439831338134
242,-358,0.021915884009090166
241,-359,0.02278340021038622
240,-360,0.023648016665427502
239,-361,0.02454571655659049
238,-362,0.025380571212887667
237,-363,0.026277007538216452
236,-364,0.027178571440348145
235,-365,0.02818475414058292
234,-366,0.02906080425351464
233,-367,0.029990713848131137
232,-368,0.031007935760009705
231,-369,0.03200603212130971
230,-370,0.03305311939022681
229,-371,0.034311257964077795
228,-372,0.03569147981623175
227,-373,0.03709835184003319
226,-374,0.038550746221807874
225,-375,0.0400066712130805
224,-376,0.04142118804646506
223,-377,0.042875695317679374
222,-378,0.044281277539965865
221,-379,0.045629345800878955
220,-380,0.047023285220484254
219,-381,0.048392296890237496
218,-382,0.0496718208827289
217,-383,0.05096614000925249
216,-384,0.05211543811671075
215,-385,0.05325242422925307
214,-386,0.054435041447510976
213,-387,0.05570451585571324
212,-388,0.05708561362692956
211,-389,0.05847204331833301
210,-390,0.05987631677815289
209,-391,0.061368027152276135
208,-392,0.06282979592687309
207,-393,0.06416580023543969
206,-394,0.06547292103207031
205,-395,0.06666811915649924
204,-396,0.06787788781964285
203,-397,0.0690649018139351
202,-398,0.07024820190944066
201,-399,0.071442384529422
200,-400,0.0726060390911271
199,-401,0.07376143761361656
198,-402,0.07497200872409426
197,-403,0.07615225744990348
196,-404,0.07740512947186673
195,-405,0.07857922193004124
194,-406,0.07979591129301299
193,-407,0.08093355073029201
192,-408,0.08203158139582419
191,-409,0.08320299134891056
190,-410,0.0844080336217887
189,-411,0.0857152177760008
188,-412,0.08699857599024598
187,-413,0.08825955472957599
186,-414,0.08941687848945319
185,-415,0.09052611322082267
184,-416,0.09154011389366759
183,-417,0.09256824389051743
182,-418,0.0937081446539375
181,-419,0.09475517090522229
180,-420,0.09578347163403576
179,-421,0.0966804298827971
178,-422,0.09756329967283799
177,-423,0.09837769910744451
176,-424,0.09914864190246608
175,-425,0.09995096358370993
174,-426,0.10078194523571601
173,-427,0.10158640217793508
172,-428,0.10240959037477011
171,-429,0.10324252924328069
170,-430,0.10415340224387185
169,-431,0.1051041397905678
168,-432,0.10597068247869444
167,-433,0.10669484915531814
166,-434,0.10739477554615376
165,-435,0.10816495689962398
164,-436,0.108928756878218
163,-437,0.10976951520291522
162,-438,0.11060127789836126
161,-439,0.11145163365653303
160,-440,0.11227317747859429
159,-441,0.11311503422898662
158,-442,0.11399142981833264
157,-443,0.11485521429727807
156,-444,0.11570896166787735
155,-445,0.11663751010832576
154,-446,0.11764864916675351
153,-447,0.11865366761891397
152,-448,0.11963687258400006
151,-449,0.1206158557052768
150,-450,0.12152626229021365
149,-451,0.12248928608794808
148,-452,0.12339719357339066
147,-453,0.12432559816566661
146,-454,0.1251269509636509
145,-455,0.12595355154075502
144,-456,0.12675220767999104
143,-457,0.12767716385237576
142,-458,0.12857213172316467
141,-459,0.12956357864097007
140,-460,0.130474054728034
139,-461,0.13140827901324828
138,-462,0.13235029912827717
137,-463,0.13329831621245647
136,-464,0.13415326268406785
135,-465,0.13494654727139804
134,-466,0.13584045267201375
133,-467,0.13678318934198042
132,-468,0.13776048314035982
131,-469,0.138818071274806
130,-470,0.13991922439265145
129,-471,0.1410487901541656
128,-472,0.14225328970854614
127,-473,0.1435206822846204
126,-474,0.14468534671072888
125,-475,0.14583259728830014
124,-476,0.14687005507344633
123,-477,0.14800136853737608
122,-478,0.14926036512536733
121,-479,0.1506120371919371
120,-480,0.15196609692883875
119,-481,0.15345110054942357
118,-482,0.1548760607528831
117,-483,0.15626153096331913
116,-484,0.15768466030551176
115,-485,0.15907246919070914
114,-486,0.16045277908696426
113,-487,0.16174460885023778
112,-488,0.1629871732799342
111,-489,0.16433219218680659
110,-490,0.1656122167940043
109,-491,0.16672738482428415
108,-492,0.16792409565329863
107,-493,0.16900845765504147
106,-494,0.17006286735274484
105,-495,0.17104523974943003
104,-496,0.17207871956280188
103,-497,0.17309475350468967
102,-498,0.17420127745730293
101,-499,0.17532638644322152
100,-500,0.17631043752102954
99,-501,0.17734516960639723
98,-502,0.17841660751742752
97,-503,0.17949360948565088
96,-504,0.18042935691876033
95,-505,0.18137543627135683
94,-506,0.18234206798894176
93,-507,0.18323717185367158
92,-508,0.18412335482161468
91,-509,0.1850578177993323
90,-510,0.18601296933268963
89,-511,0.18687101673935191
88,-512,0.18771977936059817
87,-513,0.18861105023864072
86,-514,0.18947091621975282
85,-515,0.1902091360286959
84,-516,0.1909687481968757
83,-517,0.19174250444215513
82,-518,0.192559525260753
81,-519,0.19329216915514577
80,-520,0.193998380301024
79,-521,0.1945965462387832
78,-522,0.19523426013537243
77,-523,0.19584238199059914
76,-524,0.19646260956696618
75,-525,0.19697976951496896
74,-526,0.19738066961862258
73,-527,0.19789190319745073
72,-528,0.19849727370050338
71,-529,0.1990830281084384
70,-530,0.19963640494715976
69,-531,0.20001200946567257
68,-532,0.20037582294407266
67,-533,0.20081012521497293
66,-534,0.20130673310831373
65,-535,0.20178050020865482
64,-536,0.2023434517779238
63,-537,0.2029316072192634
62,-538,0.20343117920804876
61,-539,0.20376978084805877
60,-540,0.2040407296005464
59,-541,0.20418850955648232
58,-542,0.20436614509939777
57,-543,0.20448292304767957
56,-544,0.20461914297853298
55,-545,0.20474045265731147
54,-546,0.2049346879879169
53,-547,0.2051412764529613
0,-600,0.2051917483172929
1,-599,0.20531993370473986
52,-548,0.20544061718772397
2,-598,0.20550657126620972
3,-597,0.2056207539915379
4,-596,0.20564974896814747
51,-549,0.20565707806969905
5,-595,0.2056831599060929
6,-594,0.2057823812438593
7,-593,0.20589932674663425
50,-550,0.20593910981761454
8,-592,0.2060824071374154
49,-551,0.20628024171974876
9,-591,0.2063302561802781
48,-552,0.2066413644777013
10,-590,0.20665820463413404
11,-589,0.20704048252611718
47,-553,0.20706398102033446
12,-588,0.2073788704442543
46,-554,0.20741673330605254
13,-587,0.20766217379263696
45,-555,0.20774200336795795
14,-586,0.20785563648737995
15,-585,0.2080946311748309
44,-556,0.20816075254716557
16,-584,0.20835200816220703
43,-557,0.20847868533668382
17,-583,0.20858653384322717
42,-558,0.20876267640667898
18,-582,0.2088808763121474
41,-559,0.20898018149395134
19,-581,0.20910412846333512
40,-560,0.20919055081629348
39,-561,0.20931587664840487
20,-580,0.2093438178253363
38,-562,0.209415321375578
21,-579,0.20946710510458852
37,-563,0.209490510322781
22,-578,0.2096275353122508
36,-564,0.20964271790424086
23,-577,0.2097133766888955
35,-565,0.20971497671954115
34,-566,0.20980108260113692
24,-576,0.20984988585796663
33,-567,0.20994603231689085
25,-575,0.20996980266117768
32,-568,0.2100336330115192
26,-574,0.21009396123946777
27,-573,0.2101587483989318
28,-572,0.21017463851115872
31,-569,0.210175684408544
30,-570,0.21020990362073896
29,-571,0.2102099156404664
