,Days_Shifted,Correlation_Coefficient
286,-314,0.2866837465566054
308,-292,0.28703499820017503
658,58,0.2879306799357892
752,152,0.2884259684540918
998,398,0.28869401973287623
307,-293,0.289153406399831
751,151,0.28919840490198767
1071,471,0.29317588150392976
306,-294,0.2935655666119395
1070,470,0.2937177498810764
1094,494,0.2962198694588872
693,93,0.2967533603105842
1069,469,0.29683629376026716
305,-295,0.29729264016706963
287,-313,0.2978792395831015
35,-565,0.2984050171624476
1163,563,0.2986024835598957
1072,472,0.2995375372645889
1073,473,0.30040060032497246
999,399,0.3005165696011558
659,59,0.3017324729991917
171,-429,0.3020270760058943
27,-573,0.30244668177361805
1068,468,0.3026547607496739
692,92,0.3055103352505055
1000,400,0.3078844089726196
20,-580,0.3088387356339035
1067,467,0.3093423722187315
288,-312,0.30954822439772917
42,-558,0.3111049364906478
691,91,0.3115340123701261
21,-579,0.31176899588594725
304,-296,0.31311222618943935
660,60,0.3139788747808139
689,89,0.31408498029066156
690,90,0.314304111332948
688,88,0.31433966082315135
1001,401,0.3150870901010555
1146,546,0.3159527643187836
1066,466,0.31715492195065653
687,87,0.31782399137111017
19,-581,0.31806412579507726
289,-311,0.3182336813842692
36,-564,0.321904683024199
121,-479,0.32382565845264377
303,-297,0.3238679975821241
290,-310,0.3246275842568122
1162,562,0.32487404795661873
170,-430,0.32531955302594384
661,61,0.3253743200323517
686,86,0.3268591261252014
1065,465,0.3296779344777273
1063,463,0.3301447725846331
302,-298,0.33082187080422454
1002,402,0.33086939219417605
291,-309,0.3318887629333096
1064,464,0.33220963947928095
301,-299,0.332698723261803
662,62,0.33389626033449027
685,85,0.33704515179275935
299,-301,0.3389999333705531
300,-300,0.33916300274078565
1062,462,0.33994736433660216
292,-308,0.3416224957015866
663,63,0.3424244164962229
1061,461,0.3434511591873753
684,84,0.3445487196868667
298,-302,0.34496915811882756
293,-307,0.3452051225996273
1060,460,0.34529999237806985
664,64,0.34842941174768366
294,-306,0.34953286326063165
1161,561,0.35012332137998803
169,-431,0.3512280245515437
295,-305,0.3520041106655984
1059,459,0.3525434591317021
297,-303,0.3527038777427061
683,83,0.35325204309270436
1003,403,0.35428110420375164
296,-304,0.3546029483439298
682,82,0.3581411262748761
665,65,0.35910182313045613
41,-559,0.35985259462055713
40,-560,0.36263937117813316
681,81,0.36461500978595873
666,66,0.36542401228411053
1147,547,0.3660391944672118
1160,560,0.36792121721787396
1058,458,0.3682897452187295
38,-562,0.3716252167202516
667,67,0.3717846441383883
680,80,0.3722311407888796
168,-432,0.3742911779822281
37,-563,0.3762582978003976
668,68,0.37700936298592863
11,-589,0.37755439934582935
1004,404,0.3782288457142205
39,-561,0.38022868858365766
679,79,0.380248983866527
669,69,0.38424667233739057
678,78,0.3869908832469873
122,-478,0.38748117195508963
670,70,0.3901943695001659
1057,457,0.3944763863921679
677,77,0.3944809537223138
671,71,0.39671962565248337
676,76,0.40138797099233114
672,72,0.4016886113612887
675,75,0.40269884912018683
673,73,0.4055864634972591
674,74,0.4061153640860874
167,-433,0.40871030076801684
1005,405,0.41498110753456474
1148,548,0.4152571130934317
1159,559,0.4215022725929899
1056,456,0.4248217427644195
1149,549,0.426925842527933
7,-593,0.43232307825595556
123,-477,0.4338419617618879
1006,406,0.43672811145892826
166,-434,0.43962994215367673
1055,455,0.4433539419366366
1007,407,0.44505284044954085
1008,408,0.4484116523451118
1199,599,0.44843601097018754
1051,451,0.4530280716358818
1009,409,0.45359853870848765
1052,452,0.4550626752547338
1050,450,0.4554275602441111
1150,550,0.45548193196995373
1054,454,0.45709224663042863
1049,449,0.463282273960161
1053,453,0.4634129385144837
1151,551,0.468887059704257
165,-435,0.46903561325135706
1048,448,0.47607123424625025
124,-476,0.4763442798336928
1010,410,0.477471953393102
1046,446,0.47843071563921924
1047,447,0.48151333211005226
164,-436,0.4857746436891529
1158,558,0.48829402487978
1045,445,0.488468283458631
1040,440,0.4924231200099471
163,-437,0.4965700404672108
1042,442,0.4968446925507393
1041,441,0.4970373750498043
128,-472,0.4975724996679941
1044,444,0.4983659789370685
1043,443,0.49949203734933345
1039,439,0.5004528229040739
125,-475,0.5005677181045829
127,-473,0.5046554425041018
162,-438,0.5077912863101949
126,-474,0.5084591975863167
1011,411,0.5110874563600126
1038,438,0.5115798540602999
1152,552,0.5150106677070408
10,-590,0.5165421212348099
129,-471,0.5204696562280816
1037,437,0.5212626782100168
161,-439,0.5241683363820594
1033,433,0.5246963871527961
1034,434,0.5255198208041119
1031,431,0.5266937406369978
1032,432,0.5269150631729321
1036,436,0.5296041849591163
1035,435,0.5304366123245225
130,-470,0.5328256391761446
1012,412,0.5330345301945073
1030,430,0.5346403548406272
1013,413,0.5409352782292933
160,-440,0.5422326452532651
1029,429,0.5428965502989531
1014,414,0.5451989203731858
1028,428,0.5457322171261226
1027,427,0.5518528769189838
1015,415,0.5525417191778277
131,-469,0.5567068962077178
1157,557,0.5607317503242085
139,-461,0.5665213042813133
159,-441,0.567202753100286
1026,426,0.5676968816983983
1016,416,0.5678466680596174
138,-462,0.5697944105568722
143,-457,0.5750879598068738
137,-463,0.5772000937223128
142,-458,0.5792623317113157
140,-460,0.5813488263663189
1017,417,0.581997683725371
146,-454,0.5823950892880917
132,-468,0.5827138266535666
144,-456,0.58469010468037
147,-453,0.5862598977431659
145,-455,0.5870866395706473
1153,553,0.5902600842987057
136,-464,0.5903426929746568
141,-459,0.5905659176011308
1018,418,0.5914934550082085
158,-442,0.5917985597909452
148,-452,0.5918356283254785
1025,425,0.5920807415947688
134,-466,0.5922190008674385
1019,419,0.5943142389687868
133,-467,0.5946023538991466
135,-465,0.5946955731366167
152,-448,0.5948264789933146
8,-592,0.5967777904039158
151,-449,0.5969924853045944
1020,420,0.5978456714019142
1156,556,0.601841963508616
150,-450,0.6023981683437998
153,-447,0.6040710530208523
149,-451,0.6042445041592713
1021,421,0.6078754509832052
9,-591,0.6100003728527761
154,-446,0.6186080850955888
1024,424,0.61904055746089
157,-443,0.6192992472801567
1022,422,0.6240463642661058
1023,423,0.6323897153860154
155,-445,0.6342961933971235
156,-444,0.6369431282602135
1154,554,0.6385199503120561
1155,555,0.6469047710140587
